"lambda","phi","eta","start","end","type"
3,0.1,0.6,75853,75853,"conserved"
3,0.1,0.6,75855,75855,"conserved"
3,0.1,0.6,75857,75857,"conserved"
3,0.1,0.6,75859,75859,"conserved"
3,0.1,0.6,75861,75861,"conserved"
3,0.1,0.6,75863,75863,"conserved"
3,0.1,0.6,75865,75865,"conserved"
3,0.1,0.6,75867,75867,"conserved"
3,0.1,0.6,75869,75869,"conserved"
3,0.1,0.6,75871,75871,"conserved"
3,0.1,0.6,75873,75873,"conserved"
3,0.1,0.6,75875,75875,"conserved"
3,0.1,0.6,75877,75877,"conserved"
3,0.1,0.6,75879,75879,"conserved"
3,0.1,0.6,75881,75881,"conserved"
3,0.1,0.6,75883,75883,"conserved"
3,0.1,0.6,75885,75885,"conserved"
3,0.1,0.6,75887,75887,"conserved"
3,0.1,0.6,75889,75889,"conserved"
3,0.1,0.6,75891,75891,"conserved"
3,0.1,0.6,75893,75893,"conserved"
3,0.1,0.6,75895,75895,"conserved"
3,0.1,0.6,75897,75897,"conserved"
3,0.1,0.6,75899,75899,"conserved"
3,0.1,0.6,75901,75901,"conserved"
3,0.1,0.6,75903,75903,"conserved"
3,0.1,0.6,75905,75905,"conserved"
3,0.1,0.6,75907,75907,"conserved"
3,0.1,0.6,75909,75909,"conserved"
3,0.1,0.6,75911,75911,"conserved"
3,0.1,0.6,75913,75913,"conserved"
3,0.1,0.6,75915,75915,"conserved"
3,0.1,0.6,75917,75917,"conserved"
3,0.1,0.6,75919,75919,"conserved"
3,0.1,0.6,75921,75921,"conserved"
3,0.1,0.6,75923,75923,"conserved"
3,0.1,0.6,75925,75925,"conserved"
3,0.1,0.6,75927,75927,"conserved"
3,0.1,0.6,75929,75929,"conserved"
3,0.1,0.6,75931,75931,"conserved"
3,0.1,0.6,75933,75933,"conserved"
3,0.1,0.6,75935,75935,"conserved"
3,0.1,0.6,75937,75937,"conserved"
3,0.1,0.6,75939,75939,"conserved"
3,0.1,0.6,75941,75941,"conserved"
3,0.1,0.6,75943,75943,"conserved"
3,0.1,0.6,75945,75945,"conserved"
3,0.1,0.6,75947,75947,"conserved"
3,0.1,0.6,75949,75949,"conserved"
3,0.1,0.6,75951,75951,"conserved"
3,0.1,0.6,75953,75953,"conserved"
3,0.1,0.6,75955,75955,"conserved"
3,0.1,0.6,75957,75957,"conserved"
3,0.1,0.6,75959,75959,"conserved"
3,0.1,0.6,75961,75961,"conserved"
3,0.1,0.6,75963,75963,"conserved"
3,0.1,0.6,75965,75965,"conserved"
3,0.1,0.6,75967,75967,"conserved"
3,0.1,0.6,75969,75969,"conserved"
3,0.1,0.6,75971,75971,"conserved"
3,0.1,0.6,75973,75973,"conserved"
3,0.1,0.6,75975,75975,"conserved"
3,0.1,0.6,75977,75977,"conserved"
3,0.1,0.6,75979,75979,"conserved"
3,0.1,0.6,75981,75981,"conserved"
3,0.1,0.6,75983,75983,"conserved"
3,0.1,0.6,75985,75985,"conserved"
3,0.1,0.6,75987,75987,"conserved"
3,0.1,0.6,75989,75989,"conserved"
3,0.1,0.6,75991,75991,"conserved"
3,0.1,0.6,75993,75993,"conserved"
3,0.1,0.6,75995,75995,"conserved"
3,0.1,0.6,75997,75997,"conserved"
3,0.1,0.6,75999,75999,"conserved"
3,0.1,0.6,76001,76001,"conserved"
3,0.1,0.6,76003,76003,"conserved"
3,0.1,0.6,76005,76005,"conserved"
3,0.1,0.6,76007,76007,"conserved"
3,0.1,0.6,76009,76009,"conserved"
3,0.1,0.6,76011,76011,"conserved"
3,0.1,0.6,76013,76013,"conserved"
3,0.1,0.6,76015,76015,"conserved"
3,0.1,0.6,76017,76017,"conserved"
3,0.1,0.6,76019,76019,"conserved"
3,0.1,0.6,76021,76021,"conserved"
3,0.1,0.6,76023,76023,"conserved"
3,0.1,0.6,76025,76025,"conserved"
3,0.1,0.6,76027,76027,"conserved"
3,0.1,0.6,76029,76029,"conserved"
3,0.1,0.6,76031,76031,"conserved"
3,0.1,0.6,76033,76033,"conserved"
3,0.1,0.6,76035,76035,"conserved"
3,0.1,0.6,76037,76037,"conserved"
3,0.1,0.6,76039,76039,"conserved"
3,0.1,0.6,76041,76041,"conserved"
3,0.1,0.6,76043,76043,"conserved"
3,0.1,0.6,76045,76045,"conserved"
3,0.1,0.6,76047,76047,"conserved"
3,0.1,0.6,76049,76049,"conserved"
3,0.1,0.6,76051,76051,"conserved"
3,0.1,0.6,76053,76053,"conserved"
3,0.1,0.6,76055,76055,"conserved"
3,0.1,0.6,76057,76057,"conserved"
3,0.1,0.6,76059,76059,"conserved"
3,0.1,0.6,76061,76061,"conserved"
3,0.1,0.6,76063,76063,"conserved"
3,0.1,0.6,76065,76065,"conserved"
3,0.1,0.6,76067,76067,"conserved"
3,0.1,0.6,76069,76069,"conserved"
3,0.1,0.6,76071,76071,"conserved"
3,0.1,0.6,76073,76073,"conserved"
3,0.1,0.6,76075,76075,"conserved"
3,0.1,0.6,76077,76077,"conserved"
3,0.1,0.6,76079,76079,"conserved"
3,0.1,0.6,76081,76081,"conserved"
3,0.1,0.6,76083,76083,"conserved"
3,0.1,0.6,76085,76085,"conserved"
3,0.1,0.6,76087,76087,"conserved"
3,0.1,0.6,76089,76089,"conserved"
3,0.1,0.6,76091,76091,"conserved"
3,0.1,0.6,76093,76093,"conserved"
3,0.1,0.6,76095,76095,"conserved"
3,0.1,0.6,76097,76097,"conserved"
3,0.1,0.6,76099,76099,"conserved"
3,0.1,0.6,76101,76101,"conserved"
3,0.1,0.6,76103,76103,"conserved"
3,0.1,0.6,76105,76105,"conserved"
3,0.1,0.6,76107,76107,"conserved"
3,0.1,0.6,76109,76109,"conserved"
3,0.1,0.6,76111,76111,"conserved"
3,0.1,0.6,76113,76113,"conserved"
3,0.1,0.6,76115,76115,"conserved"
3,0.1,0.6,76117,76117,"conserved"
3,0.1,0.6,76119,76119,"conserved"
3,0.1,0.6,76121,76121,"conserved"
3,0.1,0.6,76123,76123,"conserved"
3,0.1,0.6,76125,76125,"conserved"
3,0.1,0.6,76127,76127,"conserved"
3,0.1,0.6,76129,76129,"conserved"
3,0.1,0.6,76131,76131,"conserved"
3,0.1,0.6,76133,76133,"conserved"
3,0.1,0.6,76135,76135,"conserved"
3,0.1,0.6,76137,76137,"conserved"
3,0.1,0.6,76139,76139,"conserved"
3,0.1,0.6,76141,76141,"conserved"
3,0.1,0.6,76143,76143,"conserved"
3,0.1,0.6,76145,76145,"conserved"
3,0.1,0.6,76147,76147,"conserved"
3,0.1,0.6,76149,76149,"conserved"
3,0.1,0.6,76151,76151,"conserved"
3,0.1,0.6,76153,76153,"conserved"
3,0.1,0.6,76155,76155,"conserved"
3,0.1,0.6,76157,76157,"conserved"
3,0.1,0.6,76159,76159,"conserved"
3,0.1,0.6,76161,76161,"conserved"
3,0.1,0.6,76163,76163,"conserved"
3,0.1,0.6,76165,76165,"conserved"
3,0.1,0.6,76167,76167,"conserved"
3,0.1,0.6,76169,76169,"conserved"
3,0.1,0.6,76171,76171,"conserved"
3,0.1,0.6,76173,76173,"conserved"
3,0.1,0.6,76175,76175,"conserved"
3,0.1,0.6,76177,76177,"conserved"
3,0.1,0.6,76179,76179,"conserved"
3,0.1,0.6,76181,76181,"conserved"
3,0.1,0.6,76183,76183,"conserved"
3,0.1,0.6,76185,76185,"conserved"
3,0.1,0.6,76187,76187,"conserved"
3,0.1,0.6,76189,76189,"conserved"
3,0.1,0.6,76191,76191,"conserved"
3,0.1,0.6,76193,76193,"conserved"
3,0.1,0.6,76195,76195,"conserved"
3,0.1,0.6,76197,76197,"conserved"
3,0.1,0.6,76199,76199,"conserved"
3,0.1,0.6,76201,76201,"conserved"
3,0.1,0.6,76203,76203,"conserved"
3,0.1,0.6,76205,76205,"conserved"
3,0.1,0.6,76207,76207,"conserved"
3,0.1,0.6,76209,76209,"conserved"
3,0.1,0.6,76211,76211,"conserved"
3,0.1,0.6,76213,76213,"conserved"
3,0.1,0.6,76215,76215,"conserved"
3,0.1,0.6,76217,76217,"conserved"
3,0.1,0.6,76219,76219,"conserved"
3,0.1,0.6,76221,76221,"conserved"
3,0.1,0.6,76223,76223,"conserved"
3,0.1,0.6,76225,76225,"conserved"
3,0.1,0.6,76227,76227,"conserved"
3,0.1,0.6,76229,76229,"conserved"
3,0.1,0.6,76231,76231,"conserved"
3,0.1,0.6,76233,76233,"conserved"
3,0.1,0.6,76235,76235,"conserved"
3,0.1,0.6,76237,76237,"conserved"
3,0.1,0.6,76239,76239,"conserved"
3,0.1,0.6,76241,76241,"conserved"
3,0.1,0.6,76243,76243,"conserved"
3,0.1,0.6,76245,76245,"conserved"
3,0.1,0.6,76247,76247,"conserved"
3,0.1,0.6,76249,76249,"conserved"
3,0.1,0.6,76251,76251,"conserved"
3,0.1,0.6,76253,76253,"conserved"
3,0.1,0.6,76255,76255,"conserved"
3,0.1,0.6,76257,76257,"conserved"
3,0.1,0.6,76259,76259,"conserved"
3,0.1,0.6,76261,76261,"conserved"
3,0.1,0.6,76263,76263,"conserved"
3,0.1,0.6,76265,76265,"conserved"
3,0.1,0.6,76267,76267,"conserved"
3,0.1,0.6,76269,76269,"conserved"
3,0.1,0.6,76271,76271,"conserved"
3,0.1,0.6,76273,76273,"conserved"
3,0.1,0.6,76275,76275,"conserved"
3,0.1,0.6,76277,76277,"conserved"
3,0.1,0.6,76279,76279,"conserved"
3,0.1,0.6,76281,76281,"conserved"
3,0.1,0.6,76283,76283,"conserved"
3,0.1,0.6,76285,76285,"conserved"
3,0.1,0.6,76287,76287,"conserved"
3,0.1,0.6,76289,76289,"conserved"
3,0.1,0.6,76291,76291,"conserved"
3,0.1,0.6,76293,76293,"conserved"
3,0.1,0.6,76295,76295,"conserved"
3,0.1,0.6,76297,76297,"conserved"
3,0.1,0.6,76299,76299,"conserved"
3,0.1,0.6,76301,76301,"conserved"
3,0.1,0.6,76303,76303,"conserved"
3,0.1,0.6,76305,76305,"conserved"
3,0.1,0.6,76307,76307,"conserved"
3,0.1,0.6,76309,76309,"conserved"
3,0.1,0.6,76311,76311,"conserved"
3,0.1,0.6,76313,76313,"conserved"
3,0.1,0.6,76315,76315,"conserved"
3,0.1,0.6,76317,76317,"conserved"
3,0.1,0.6,76319,76319,"conserved"
3,0.1,0.6,76321,76321,"conserved"
3,0.1,0.6,76323,76323,"conserved"
3,0.1,0.6,76325,76325,"conserved"
3,0.1,0.6,76327,76327,"conserved"
3,0.1,0.6,76329,76329,"conserved"
3,0.1,0.6,76331,76331,"conserved"
3,0.1,0.6,76333,76333,"conserved"
3,0.1,0.6,76335,76335,"conserved"
3,0.1,0.6,76337,76337,"conserved"
3,0.1,0.6,76339,76339,"conserved"
3,0.1,0.6,76341,76341,"conserved"
3,0.1,0.6,76343,76343,"conserved"
3,0.1,0.6,76345,76345,"conserved"
3,0.1,0.6,76347,76347,"conserved"
3,0.1,0.6,76349,76349,"conserved"
3,0.1,0.6,76351,76351,"conserved"
3,0.1,0.6,76353,76353,"conserved"
3,0.1,0.6,76355,76355,"conserved"
3,0.1,0.6,76357,76357,"conserved"
3,0.1,0.6,76359,76359,"conserved"
3,0.1,0.6,76361,76361,"conserved"
3,0.1,0.6,76363,76363,"conserved"
3,0.1,0.6,76365,76365,"conserved"
3,0.1,0.6,76367,76367,"conserved"
3,0.1,0.6,76369,76369,"conserved"
3,0.1,0.6,76371,76371,"conserved"
3,0.1,0.6,76373,76373,"conserved"
3,0.1,0.6,76375,76375,"conserved"
3,0.1,0.6,76377,76377,"conserved"
3,0.1,0.6,76379,76379,"conserved"
3,0.1,0.6,76381,76381,"conserved"
3,0.1,0.6,76383,76383,"conserved"
3,0.1,0.6,76385,76385,"conserved"
3,0.1,0.6,76387,76387,"conserved"
3,0.1,0.6,76389,76389,"conserved"
3,0.1,0.6,76391,76391,"conserved"
3,0.1,0.6,76393,76393,"conserved"
3,0.1,0.6,76395,76395,"conserved"
3,0.1,0.6,76397,76397,"conserved"
3,0.1,0.6,76399,76399,"conserved"
3,0.1,0.6,76401,76401,"conserved"
3,0.1,0.6,76403,76403,"conserved"
3,0.1,0.6,76405,76405,"conserved"
3,0.1,0.6,76407,76407,"conserved"
3,0.1,0.6,76409,76409,"conserved"
3,0.1,0.6,76411,76411,"conserved"
3,0.1,0.6,76413,76413,"conserved"
3,0.1,0.6,76415,76415,"conserved"
3,0.1,0.6,76417,76417,"conserved"
3,0.1,0.6,76419,76419,"conserved"
3,0.1,0.6,76421,76421,"conserved"
3,0.1,0.6,76423,76423,"conserved"
3,0.1,0.6,76425,76425,"conserved"
3,0.1,0.6,76427,76427,"conserved"
3,0.1,0.6,76429,76429,"conserved"
3,0.1,0.6,76431,76431,"conserved"
3,0.1,0.6,76433,76433,"conserved"
3,0.1,0.6,76435,76435,"conserved"
3,0.1,0.6,76437,76437,"conserved"
3,0.1,0.6,76439,76439,"conserved"
3,0.1,0.6,76441,76441,"conserved"
3,0.1,0.6,76443,76443,"conserved"
3,0.1,0.6,76445,76445,"conserved"
3,0.1,0.6,76447,76447,"conserved"
3,0.1,0.6,76449,76449,"conserved"
3,0.1,0.6,76451,76451,"conserved"
3,0.1,0.6,76453,76453,"conserved"
3,0.1,0.6,76455,76455,"conserved"
3,0.1,0.6,76457,76457,"conserved"
3,0.1,0.6,76459,76459,"conserved"
3,0.1,0.6,76461,76461,"conserved"
3,0.1,0.6,76463,76463,"conserved"
3,0.1,0.6,76465,76465,"conserved"
3,0.1,0.6,76467,76467,"conserved"
3,0.1,0.6,76469,76469,"conserved"
3,0.1,0.6,76471,76471,"conserved"
3,0.1,0.6,76473,76473,"conserved"
3,0.1,0.6,76475,76475,"conserved"
3,0.1,0.6,76477,76477,"conserved"
3,0.1,0.6,76479,76479,"conserved"
3,0.1,0.6,76481,76481,"conserved"
3,0.1,0.6,76483,76483,"conserved"
3,0.1,0.6,76485,76485,"conserved"
3,0.1,0.6,76487,76487,"conserved"
3,0.1,0.6,76489,76489,"conserved"
3,0.1,0.6,76491,76491,"conserved"
3,0.1,0.6,76493,76493,"conserved"
3,0.1,0.6,76495,76495,"conserved"
3,0.1,0.6,76497,76497,"conserved"
3,0.1,0.6,76499,76499,"conserved"
3,0.1,0.6,76501,76501,"conserved"
3,0.1,0.6,76503,76503,"conserved"
3,0.1,0.6,76505,76505,"conserved"
3,0.1,0.6,76507,76507,"conserved"
3,0.1,0.6,76509,76509,"conserved"
3,0.1,0.6,76511,76511,"conserved"
3,0.1,0.6,76513,76513,"conserved"
3,0.1,0.6,76515,76515,"conserved"
3,0.1,0.6,76517,76517,"conserved"
3,0.1,0.6,76519,76519,"conserved"
3,0.1,0.6,76521,76521,"conserved"
3,0.1,0.6,76523,76523,"conserved"
3,0.1,0.6,76525,76525,"conserved"
3,0.1,0.6,76527,76527,"conserved"
3,0.1,0.6,76529,76529,"conserved"
3,0.1,0.6,76531,76531,"conserved"
3,0.1,0.6,76533,76533,"conserved"
3,0.1,0.6,76535,76535,"conserved"
3,0.1,0.6,76537,76537,"conserved"
3,0.1,0.6,76539,76539,"conserved"
3,0.1,0.6,76541,76541,"conserved"
3,0.1,0.6,76543,76543,"conserved"
3,0.1,0.6,76545,76545,"conserved"
3,0.1,0.6,76547,76547,"conserved"
3,0.1,0.6,76549,76549,"conserved"
3,0.1,0.6,76551,76551,"conserved"
3,0.1,0.6,76553,76553,"conserved"
3,0.1,0.6,76555,76555,"conserved"
3,0.1,0.6,76557,76557,"conserved"
3,0.1,0.6,76559,76559,"conserved"
3,0.1,0.6,76561,76561,"conserved"
3,0.1,0.6,76563,76563,"conserved"
3,0.1,0.6,76565,76565,"conserved"
3,0.1,0.6,76567,76567,"conserved"
3,0.1,0.6,76569,76569,"conserved"
3,0.1,0.6,76571,76571,"conserved"
3,0.1,0.6,76573,76573,"conserved"
3,0.1,0.6,76575,76575,"conserved"
3,0.1,0.6,76577,76577,"conserved"
3,0.1,0.6,76579,76579,"conserved"
3,0.1,0.6,76581,76581,"conserved"
3,0.1,0.6,76583,76583,"conserved"
3,0.1,0.6,76585,76585,"conserved"
3,0.1,0.6,76587,76587,"conserved"
3,0.1,0.6,76589,76589,"conserved"
3,0.1,0.6,76591,76591,"conserved"
3,0.1,0.6,76593,76593,"conserved"
3,0.1,0.6,76595,76595,"conserved"
3,0.1,0.6,76597,76597,"conserved"
3,0.1,0.6,76599,76599,"conserved"
3,0.1,0.6,76601,76601,"conserved"
3,0.1,0.6,76603,76603,"conserved"
3,0.1,0.6,76605,76605,"conserved"
3,0.1,0.6,76607,76607,"conserved"
3,0.1,0.6,76609,76609,"conserved"
3,0.1,0.6,76611,76611,"conserved"
3,0.1,0.6,76613,76613,"conserved"
3,0.1,0.6,76615,76615,"conserved"
3,0.1,0.6,76617,76617,"conserved"
3,0.1,0.6,76619,76619,"conserved"
3,0.1,0.6,76621,76621,"conserved"
3,0.1,0.6,76623,76623,"conserved"
3,0.1,0.6,76625,76625,"conserved"
3,0.1,0.6,76627,76627,"conserved"
3,0.1,0.6,76629,76629,"conserved"
3,0.1,0.6,76631,76631,"conserved"
3,0.1,0.6,76633,76633,"conserved"
3,0.1,0.6,76635,76635,"conserved"
3,0.1,0.6,76637,76637,"conserved"
3,0.1,0.6,76639,76639,"conserved"
3,0.1,0.6,76641,76641,"conserved"
3,0.1,0.6,76643,76643,"conserved"
3,0.1,0.6,76645,76645,"conserved"
3,0.1,0.6,76647,76647,"conserved"
3,0.1,0.6,76649,76649,"conserved"
3,0.1,0.6,76651,76651,"conserved"
3,0.1,0.6,76653,76653,"conserved"
3,0.1,0.6,76655,76655,"conserved"
3,0.1,0.6,76657,76657,"conserved"
3,0.1,0.6,76659,76659,"conserved"
3,0.1,0.6,76661,76661,"conserved"
3,0.1,0.6,76663,76663,"conserved"
3,0.1,0.6,76665,76665,"conserved"
3,0.1,0.6,76667,76667,"conserved"
3,0.1,0.6,76669,76669,"conserved"
3,0.1,0.6,76671,76671,"conserved"
3,0.1,0.6,76673,76673,"conserved"
3,0.1,0.6,76675,76675,"conserved"
3,0.1,0.6,76677,76677,"conserved"
3,0.1,0.6,76679,76679,"conserved"
3,0.1,0.6,76681,76681,"conserved"
3,0.1,0.6,76683,76683,"conserved"
3,0.1,0.6,76685,76685,"conserved"
3,0.1,0.6,76687,76687,"conserved"
3,0.1,0.6,76689,76689,"conserved"
3,0.1,0.6,76691,76691,"conserved"
3,0.1,0.6,76693,76693,"conserved"
3,0.1,0.6,76695,76695,"conserved"
3,0.1,0.6,76697,76697,"conserved"
3,0.1,0.6,76699,76699,"conserved"
3,0.1,0.6,76701,76701,"conserved"
3,0.1,0.6,76703,76703,"conserved"
3,0.1,0.6,76705,76705,"conserved"
3,0.1,0.6,76707,76707,"conserved"
3,0.1,0.6,76709,76709,"conserved"
3,0.1,0.6,76711,76711,"conserved"
3,0.1,0.6,76713,76713,"conserved"
3,0.1,0.6,76715,76715,"conserved"
3,0.1,0.6,76717,76717,"conserved"
3,0.1,0.6,76719,76719,"conserved"
3,0.1,0.6,76721,76721,"conserved"
3,0.1,0.6,76723,76723,"conserved"
3,0.1,0.6,76725,76725,"conserved"
3,0.1,0.6,76727,76727,"conserved"
3,0.1,0.6,76729,76729,"conserved"
3,0.1,0.6,76731,76731,"conserved"
3,0.1,0.6,76733,76733,"conserved"
3,0.1,0.6,76735,76735,"conserved"
3,0.1,0.6,76737,76737,"conserved"
3,0.1,0.6,76739,76739,"conserved"
3,0.1,0.6,76741,76741,"conserved"
3,0.1,0.6,76743,76743,"conserved"
3,0.1,0.6,76745,76745,"conserved"
3,0.1,0.6,76747,76747,"conserved"
3,0.1,0.6,76749,76749,"conserved"
3,0.1,0.6,76751,76751,"conserved"
3,0.1,0.6,76753,76753,"conserved"
3,0.1,0.6,76755,76755,"conserved"
3,0.1,0.6,76757,76757,"conserved"
3,0.1,0.6,76759,76759,"conserved"
3,0.1,0.6,76761,76761,"conserved"
3,0.1,0.6,76763,76763,"conserved"
3,0.1,0.6,76765,76765,"conserved"
3,0.1,0.6,76767,76767,"conserved"
3,0.1,0.6,76769,76769,"conserved"
3,0.1,0.6,76771,76771,"conserved"
3,0.1,0.6,76773,76773,"conserved"
3,0.1,0.6,76775,76775,"conserved"
3,0.1,0.6,76777,76777,"conserved"
3,0.1,0.6,76779,76779,"conserved"
3,0.1,0.6,76781,76781,"conserved"
3,0.1,0.6,76783,76783,"conserved"
3,0.1,0.6,76785,76785,"conserved"
3,0.1,0.6,76787,76787,"conserved"
3,0.1,0.6,76789,76789,"conserved"
3,0.1,0.6,76791,76791,"conserved"
3,0.1,0.6,76793,76793,"conserved"
3,0.1,0.6,76795,76795,"conserved"
3,0.1,0.6,76797,76797,"conserved"
3,0.1,0.6,76799,76799,"conserved"
3,0.1,0.6,76801,76801,"conserved"
3,0.1,0.6,76803,76803,"conserved"
3,0.1,0.6,76805,76805,"conserved"
3,0.1,0.6,76807,76807,"conserved"
3,0.1,0.6,76809,76809,"conserved"
3,0.1,0.6,76811,76811,"conserved"
3,0.1,0.6,76813,76813,"conserved"
3,0.1,0.6,76815,76815,"conserved"
3,0.1,0.6,76817,76817,"conserved"
3,0.1,0.6,76819,76819,"conserved"
3,0.1,0.6,76821,76821,"conserved"
3,0.1,0.6,76823,76823,"conserved"
3,0.1,0.6,76825,76825,"conserved"
3,0.1,0.6,76827,76827,"conserved"
3,0.1,0.6,76829,76829,"conserved"
3,0.1,0.6,76831,76831,"conserved"
3,0.1,0.6,76833,76833,"conserved"
3,0.1,0.6,76835,76835,"conserved"
3,0.1,0.6,76837,76837,"conserved"
3,0.1,0.6,76839,76839,"conserved"
3,0.1,0.6,76841,76841,"conserved"
3,0.1,0.6,76843,76843,"conserved"
3,0.1,0.6,76845,76845,"conserved"
3,0.1,0.6,76847,76847,"conserved"
3,0.1,0.6,76849,76849,"conserved"
3,0.1,0.6,76851,76851,"conserved"
3,0.1,0.6,76853,76853,"conserved"
3,0.1,0.6,76855,76855,"conserved"
3,0.1,0.6,76857,76857,"conserved"
3,0.1,0.6,76859,76859,"conserved"
3,0.1,0.6,76861,76861,"conserved"
3,0.1,0.6,76863,76863,"conserved"
3,0.1,0.6,76865,76865,"conserved"
3,0.1,0.6,76867,76867,"conserved"
3,0.1,0.6,76869,76869,"conserved"
3,0.1,0.6,76871,76871,"conserved"
3,0.1,0.6,76873,76873,"conserved"
3,0.1,0.6,76875,76875,"conserved"
3,0.1,0.6,76877,76877,"conserved"
3,0.1,0.6,76879,76879,"conserved"
3,0.1,0.6,76881,76881,"conserved"
3,0.1,0.6,76883,76883,"conserved"
3,0.1,0.6,76885,76885,"conserved"
3,0.1,0.6,76887,76887,"conserved"
3,0.1,0.6,76889,76889,"conserved"
3,0.1,0.6,76891,76891,"conserved"
3,0.1,0.6,76893,76893,"conserved"
3,0.1,0.6,76895,76895,"conserved"
3,0.1,0.6,76897,76897,"conserved"
3,0.1,0.6,76899,76899,"conserved"
3,0.1,0.6,76901,76901,"conserved"
3,0.1,0.6,76903,76903,"conserved"
3,0.1,0.6,76905,76905,"conserved"
3,0.1,0.6,76907,76907,"conserved"
3,0.1,0.6,76909,76909,"conserved"
3,0.1,0.6,76911,76911,"conserved"
3,0.1,0.6,76913,76913,"conserved"
3,0.1,0.6,76915,76915,"conserved"
3,0.1,0.6,76917,76917,"conserved"
3,0.1,0.6,76919,76919,"conserved"
3,0.1,0.6,76921,76921,"conserved"
3,0.1,0.6,76923,76923,"conserved"
3,0.1,0.6,76925,76925,"conserved"
3,0.1,0.6,76927,76927,"conserved"
3,0.1,0.6,76929,76929,"conserved"
3,0.1,0.6,76931,76931,"conserved"
3,0.1,0.6,76933,76933,"conserved"
3,0.1,0.6,76935,76935,"conserved"
3,0.1,0.6,76937,76937,"conserved"
3,0.1,0.6,76939,76939,"conserved"
3,0.1,0.6,76941,76941,"conserved"
3,0.1,0.6,76943,76943,"conserved"
3,0.1,0.6,76945,76945,"conserved"
3,0.1,0.6,76947,76947,"conserved"
3,0.1,0.6,76949,76949,"conserved"
3,0.1,0.6,76951,76951,"conserved"
3,0.1,0.6,76953,76953,"conserved"
3,0.1,0.6,76955,76955,"conserved"
3,0.1,0.6,76957,76957,"conserved"
3,0.1,0.6,76959,76959,"conserved"
3,0.1,0.6,76961,76961,"conserved"
3,0.1,0.6,76963,76963,"conserved"
3,0.1,0.6,76965,76965,"conserved"
3,0.1,0.6,76967,76967,"conserved"
3,0.1,0.6,76969,76969,"conserved"
3,0.1,0.6,76971,76971,"conserved"
3,0.1,0.6,76973,76973,"conserved"
3,0.1,0.6,76975,76975,"conserved"
3,0.1,0.6,76977,76977,"conserved"
3,0.1,0.6,76979,76979,"conserved"
3,0.1,0.6,76981,76981,"conserved"
3,0.1,0.6,76983,76983,"conserved"
3,0.1,0.6,76985,76985,"conserved"
3,0.1,0.6,76987,76987,"conserved"
3,0.1,0.6,76989,76989,"conserved"
3,0.1,0.6,76991,76991,"conserved"
3,0.1,0.6,76993,76993,"conserved"
3,0.1,0.6,76995,76995,"conserved"
3,0.1,0.6,76997,76997,"conserved"
3,0.1,0.6,76999,76999,"conserved"
3,0.1,0.6,77001,77001,"conserved"
3,0.1,0.6,77003,77003,"conserved"
3,0.1,0.6,77005,77005,"conserved"
3,0.1,0.6,77007,77007,"conserved"
3,0.1,0.6,77009,77009,"conserved"
3,0.1,0.6,77011,77011,"conserved"
3,0.1,0.6,77013,77013,"conserved"
3,0.1,0.6,77015,77015,"conserved"
3,0.1,0.6,77017,77017,"conserved"
3,0.1,0.6,77019,77019,"conserved"
3,0.1,0.6,77021,77021,"conserved"
3,0.1,0.6,77023,77023,"conserved"
3,0.1,0.6,77025,77025,"conserved"
3,0.1,0.6,77027,77027,"conserved"
3,0.1,0.6,77029,77029,"conserved"
3,0.1,0.6,77031,77031,"conserved"
3,0.1,0.6,77033,77033,"conserved"
3,0.1,0.6,77035,77035,"conserved"
3,0.1,0.6,77037,77037,"conserved"
3,0.1,0.6,77039,77039,"conserved"
3,0.1,0.6,77041,77041,"conserved"
3,0.1,0.6,77043,77043,"conserved"
3,0.1,0.6,77045,77045,"conserved"
3,0.1,0.6,77047,77047,"conserved"
3,0.1,0.6,77049,77049,"conserved"
3,0.1,0.6,77051,77051,"conserved"
3,0.1,0.6,77053,77053,"conserved"
3,0.1,0.6,77055,77055,"conserved"
3,0.1,0.6,77057,77057,"conserved"
3,0.1,0.6,77059,77059,"conserved"
3,0.1,0.6,77061,77061,"conserved"
3,0.1,0.6,77063,77063,"conserved"
3,0.1,0.6,77065,77065,"conserved"
3,0.1,0.6,77067,77067,"conserved"
3,0.1,0.6,77069,77069,"conserved"
3,0.1,0.6,77071,77071,"conserved"
3,0.1,0.6,77073,77073,"conserved"
3,0.1,0.6,77075,77075,"conserved"
3,0.1,0.6,77077,77077,"conserved"
3,0.1,0.6,77079,77079,"conserved"
3,0.1,0.6,77081,77081,"conserved"
3,0.1,0.6,77083,77083,"conserved"
3,0.1,0.6,77085,77085,"conserved"
3,0.1,0.6,77087,77087,"conserved"
3,0.1,0.6,77089,77089,"conserved"
3,0.1,0.6,77091,77091,"conserved"
3,0.1,0.6,77093,77093,"conserved"
3,0.1,0.6,77095,77095,"conserved"
3,0.1,0.6,77097,77097,"conserved"
3,0.1,0.6,77099,77099,"conserved"
3,0.1,0.6,77101,77101,"conserved"
3,0.1,0.6,77103,77103,"conserved"
3,0.1,0.6,77105,77105,"conserved"
3,0.1,0.6,77107,77107,"conserved"
3,0.1,0.6,77109,77109,"conserved"
3,0.1,0.6,77111,77111,"conserved"
3,0.1,0.6,77113,77113,"conserved"
3,0.1,0.6,77115,77115,"conserved"
3,0.1,0.6,77117,77117,"conserved"
3,0.1,0.6,77119,77119,"conserved"
3,0.1,0.6,77121,77121,"conserved"
